JIRA_FEATURE_ID_CF_12210,description,summary,Comments
FEATURE-6970,,"FEATURE-6970: T-Mobile - RCS Q2-2021 Changes - UP1.0, UP2.0 and EC","
UP1.0
Add
3.3.20.32 Group chat icon GID-MTRREQ-516633
[Gao, Bing] Summit CR https://jira.summit-tech.ca/browse/MAQ-1142

3.5.2 Feature tags in the Contact header of Subscribe method GID-MTRREQ-513527 (Modem dependent)
[Gao, Bing] QC SR 04973384

Obsolete
3.3.20.5 Conference Info Object support indication GID-MTRREQ-422919
[Gao, Bing] Hi [~a19035], so the conference OBJUECT should still be supported but only no requirement for the header  ""a=accept-wrapped-types attribute the value application/conference-info+xml"", right?
{noformat}
3.3.21.5   Conference Info Object support indication (Mandatory) ID: GID-MTRREQ-422919 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The device shall include in the SDP offer and answer the a=accept-wrapped-types attribute the value application/conference-info+xml  to indicate support for receiving participant information notification via conference information object
{noformat}

UP2.0
Obsolete
3.14.17 Aliasing and privacy management GID-MTRREQ-458790
[Gao, Bing] App team to check it as well. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.14.17   Aliasing and privacy management (Mandatory) ID: GID-MTRREQ-458790 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The device shall support anonymization as specified in section 3.6.5.1 of RCC.07 v11.0. The device shall follow requirements in section 3.6.5.1.4.1 of RCC.07 v11.0 for sending Privacy Management Commands.
{noformat}

Obsolete
3.14.18 Requesting privacy for a conversation with a chatbot GID-MTRREQ-513139
[Gao, Bing] App team to check it as well. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.14.18   Requesting privacy for a conversation with a chatbot (Mandatory) ID: GID-MTRREQ-513139 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone If the user wishes to request anonymization for a conversation with a chatbot, the device shall include a Privacy header with a value ""tk"" in the SIP INVITE request.
{noformat}

Obsolete
3.14.19 Reset token handling GID-MTRREQ-513140
[Gao, Bing] App team to check it as well. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.14.19   Reset token handling (Mandatory) ID: GID-MTRREQ-513140 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone There shall be an option for the user to reset (delete) the token used for anonymization. When the token is deleted, the device shall send a SIP MESSAGE as specified in section 3.6.5.1.2.3 of RCC.07v11.0.
 
If 200OK is received for this SIP MESSAGE, the device shall consider the token to be deleted and close any active SIP session as per section 3.6.5.1.2.3 of RCC.07v11.0.
 
For other errors to this SIP message, please refer to section 3.6.5.1.2.3 of RCC.07v11.0.
{noformat}

Obsolete
3.14.20 Linking a token to a MSISDN GID-MTRREQ-458791
[Gao, Bing] App team to check it as well. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.14.20   Linking a token to a MSISDN (Mandatory) ID: GID-MTRREQ-458791 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The device shall support the procedure specified in section 3.6.5.1.4.2 of RCC.07 v11.0 to link a token to a MSISDN.
{noformat}

EC
Add
3.16.26 Hide EC contents when call is received from unsaved contact GID-MTRREQ-518208
[Gao, Bing] App team to check it as well. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.16.26   Hide EC contents when call is received from unsaved contact (Mandatory) ID: GID-MTRREQ-518208 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The dev ice shall hide contents from unsaved contact. The dev ice shall have an option to enable showing contents from the unsaved contact. 
{noformat}

3.16.27 Hide EC content when device is locked GID-MTRREQ-518206
[Gao, Bing] App requirement. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.16.27   Hide EC content when device is locked (Mandatory) ID: GID-MTRREQ-518206 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The dev ice shall not display the incoming EC call contents when the phone is locked. Only show the content when the user enables the show content when locked option is enabled.
{noformat}

3.16.28 Support SIP header ""Organization"" GID-MTRREQ-518207
[Gao, Bing] Please [~a16450] to check it with QC as well.
{noformat}
3.16.28   Support SIP header ""Organization"" (Mandatory) ID: GID-MTRREQ-518207 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone The dev ice shall display received EC elements for incoming B2P call. B2P call shall be identified if sip.header contains ""Organization"" and verstat=True.
 
Note: GID-MTRREQ-518208 shall not be applied for the business call.
{noformat}


Modified
3.16.18 Display all received EC elements GID-MTRREQ-483129
[Gao, Bing] App requirement. CC: [~dth436][~a17364][~tbdc37][~a24148].
{noformat}
3.16.18   Display all received EC elements (Mandatory) ID: GID-MTRREQ-483129 Only Applies to: High-Tier Smartphone, Mid-Tier Smartphone, Value Smartphone A dev ice receiv ing an EC with the call composer elements shall display all the available elements in the INV ITE.
 
Note: Refer GID-MTRREQ-518208 and GID-MTRREQ-518206 for exceptions.
{noformat}


Hi [~a19035]

Could you share RCS Q2-2021 and delta to me?

thanks
Gao, Bing

Most of the new added requirements (see below) are about EC (Enriched Calling), but since EC was turned OFF recently, we'll not execute them now.

Add:
3.16.26 Hide EC contents when call is received from unsaved contact GID-MTRREQ-518208
3.16.27 Hide EC content when device is locked GID-MTRREQ-518206

So, this execution is for requirement that bring back the option to ""Remove photo"" from the OGC.

Add:
3.3.20.32 Group chat icon GID-MTRREQ-516633
Obsolete
3.3.20.5 Conference Info Object support indication GID-MTRREQ-422919
[Gao, Bing] Hi Mayank Gupta, so the conference OBJUECT should still be supported but only no requirement for the header ""a=accept-wrapped-types attribute the value application/conference-info+xml"", right?
[Mayank] AGREE
RCS IP Messaging:
* GID-MTRREQ-516633: Delete of icon for OGC shall be supported

The other changes are related to Enriched Calling
RPADX-4899 Plan Created For: 
FEATURE-6970: {color:#326ca6}T-Mobile - RCS Q2-2021 Changes - UP1.0, UP2.0 and EC{color} on Release: 
RPADX-4178 ADX R_Rel1"
FEATURE-6992,,FEATURE-6992: ThinkShield Enterprise :  Develop  ThinkShield SDK framework,"Consolidated test report is here: https://kaiju.motorola.com/#/dalekReports/savedDalekReport/5881622022062080

Testing is completed on Sofia+ phone .

Testing on Burton and Denver is pending due to hardware availability.


RPADX-4914 RRB Request Approved (Add) 
RPADX-4927 Plan Created For: 
FEATURE-6992:ThinkShield Enterprise :  Develop  ""ThinkShield SDK"" framework on Release:
RPADX-4178:ADX R_Rel1
Testing is completed on Sofia+ phone .

Testing on Burton and Denver is pending due to hardware availability.
The solution for the SDK is more complex than we have planned.
[~rborroz] can you help to either update the Int CWV or Int Actual date depending on if this has been integrated?

[~deborard] FYI
[~rborroz] the Int CWV is again past due for this plan.  We need to get this integrated ASAP so we give time for testing and bug fixes prior to FC.  Please update the Int CWV or if you happened to have already iintegrated it update the Int Actual date.
[~wcw014] CWV updated."
FEATURE-6992,,FEATURE-6992: ThinkShield Enterprise : Develop ThinkShield SDK framework,
FEATURE-6999,,FEATURE-6999: Spectrum : WIFI Calling,"[~a19591] has confirmed to use APKs of previous OS.
[~wcw014]: dependency on VZW preloads. Need to wait for Vzw confirmation if new set of APKs will be released for ""S""

[~a19591]: Pls check with Vzw and confirm back"
FEATURE-7045,,FEATURE-7045: AT&T&Cricket&Firstnet&AT&T MVNOs (TracFone/CC): WFC Preference User Setting & Default (Nov 2020),"Confirmed with [~xnk746], for ATT network, domestic roaming is same as home network.
Hi [~dth436] - thanks for the feedback.

CDR-WiFi-1510 and CDR-WiFi-1750  are covered under FEATURE-7039. Modem SMEs are already tagged on it.


The purpose of CDR-WiFi-1404 and WFC14is to offer user choice for WFC options as other carriers have for WFC
- Please elaborate on this, why would the device force to display and set preference per location? 
-- Please share the REQ_IDs for ""As there is only one setting for HOME and ROAMING"" - we can discuss with ATT if these are still needed considering the introductions of CDR-WiFi-1404 and WFC14. 

[~a19035]
Hi [~dth436], [~a20746]

Here's the feedback from ATT SMEs,
-  International roaming is always Wi-Fi preferred, that’s not changing. The new UX only applies to non-international roaming case where use to be cellular preferred, now with this optional UX, the user can select either cellular preferred or wi-fi preferred.
- The next release of 18384 would address this via an update to WFC14 by adding a sub-text. Until then, let's move ahead with a placeholder text to convey _""that this setting applies only in the HOME network and for the INTERNATIONAL network the Wi-Fi Calling would be Wi-Fi Preferred ""_

Let's move ahead with CDR-WiFi-1404 and WFC14 implementation considering the above info. 

[~a19035] [~wcw014]
Hi [~nadeemp]/ [~a19035],

AT&T introduced a New Requirement that requests for WFC Preferenes: Cellular Preferred OR Wi-Fi Preferred.
The related requirements are CDR-WiFi-1404 and WFC14.
Both these requirements are Optional.
Pls confirm if Motorola can decide to DROP these requirements.

*Rationale (to drop):*
Seemingly simple, WFC preferences can be quite confusing to user
* As there is only one setting for HOME and ROAMING
* Device will be forced to display the setting applicable to user's current location
* The settings can display ""Cellular Preferred"" while in HOME network and can display ""Wi-Fi preferred"" while in ROAMing network, even though user did not make any change.

2 other requirements mentioned as part of FEATURE-7045:
CDR-WiFi-1510 and CDR-WiFi-1750 are related to Handover Threshold values
These requirements shall be handled by modem.
Hi [~w19976],

     As requested by Kumar, please inform whether HOME + Domestic roaming shall be considered the same,

     If they are considered as different, kindly confirm whether the below approach can be followed.

 MotoExtTelephonyManager.getServiceStateVoiceRoamingType(ServiceState ss)   -   To detect whether its Home or Domestic or International Voice roaming.

     If Roaming type is  ROAMING_TYPE_DOMESTIC, set the WiFi calling mode using below API.    
ImsMmTelManager.setVoWiFiRoamingModeSetting(int mode)

    Else in all other cases, set the WiFi calling mode using below API  (for Home network).
ImsMmTelManager.setVoWiFiModeSetting(int mode)

    Please confirm.

Thanks,
    Karthik
Hi [~w19976],

    Can you please inform if any changes are required in the framework to support the requirements mentioned in the above comment.

Thanks,
    Karthik
Hi [~w19976],

    Even though the default value of ""editable_wfc_mode_bool"" is TRUE, the value has been set to FALSE for AT&T  in CarrierConfig/res/xml/vendor.xml.

 For example,
https://sse.am.mot.com/r_source/xref/mr-r-6125/packages/apps/CarrierConfig/res/xml/vendor.xml#2060 

    Please get the necessary changes to reset it to TRUE for AT&T, Cricket, FirstNet, Tracfone-ATT, Consumer Cellular - ATT and Liberty LLA carriers.

    Request you to resolve IKSWR-24169 by 12/09 as our changes are dependent on this carrier config flag.

Thanks,
   Karthik
Hi [~w19976],

    Thanks for the response.

     No change is required for the ""editable_wfc_roaming_mode_bool"" config as the WiFi calling mode in Roaming is not editable, its always ""Wi-Fi preferred"".

Regards,
   Karthik
Hi [~w19976], 
  
     Thanks for the confirmation.

     Now with the WiFi calling mode being made editable for Home (and domestic roaming) network, can you please inform if there is any change required in the framework.

     Also we have below modifications in the 20.3 version.

<CDR-WiFi-1510> Thresholds for Handover
Summary: The device shall have the following set of threshold values for handover:
• Tout-ran: RAN signal strength value that a Cellular preferred service or idle mode should handover to Wi-Fi. Recommended value for LTE RAN is -108dBm

Please Note: -114 dBm updated to -108 dBm

<CDR-WiFi-1012> Supported SIM cards for Wi-Fi Calling
When a Normal 0 false false false EN-US X-NONE X-NONE LLA SIM card
(313/790) is put in the device
• ePDG address set to: epdg.epc.mnc790.mcc313.pub.3gppnetwork.org

       
     Kindly inform if changes are required in the framework and any RPADX CR to be created for tracking.

Thanks,
    Karthik

+ [~a20623]
Note to Test team:

   The AT&T WiFi calling application changes have a dependency on framework CR IKSWR-24169.

    Please verify the feature once IKSWR-24169 is integrated.
Okay, I will use that CR to change the ""editable_wfc_mode_bool"" as TRUE for all ATT and MVNO carriers.
AT&T, Cricket, FirstNet, Tracfone-ATT, Consumer Cellular - ATT and Liberty LLA carriers.
RPADX-5026 RRB Request Approved (Add) 
RPADX-5042 Plan Created For: 
FEATURE-7045:AT&T&Cricket&Firstnet&AT&T MVNOs (TracFone/CC): WFC Preference User Setting & Default (Nov 2020) on Release:
RPADX-4178:ADX R_Rel1
Test CWV updated. Feature test already blocked by CR IKSWR-36300.
Thanks, [~dth436] for additional info. Following up w ATT SME, will update here soon. 
The following requirements will be handled as part of Plan:
* CDR-WiFi-1404 and WFC14: WFC Preference setting
* <CDR-WiFi-1570> Notification of Wi-Fi Calling capability When Wi-Fi Calling Toggle is Off as the dbm level has been modified for notification also
Note: The dBm level in v20.3 is specified as -114dBm but ATT SME confirmed it should be -108dBm
* CDR-WiFi-1012: SES URL for:
When a Normal 0 false false false EN-US X-NONE X-NONE LLA SIM card
(313/790) is put in the device
• SES URL set to: https://ses-pr.mobilecore.lla.com
• ePDG address set to: epdg.epc.mnc790.mcc313.pub.3gppnetwork.org

[~nadeemp]: Pls update FEATURE-7045 with the following info:
<CDR-WiFi-1570> Notification of Wi-Fi Calling capability When Wi-Fi Calling Toggle is Off as the dbm level has been modified for notification also
Note: The dBm level in v20.3 is specified as -114dBm but ATT SME confirmed it should be -108dBm
[~a20746] For ATT's WFC mode editable, there are two parameters in the carrierconfig
editable_wfc_mode_bool, the default value is TRUE
editable_wfc_roaming_mode_bool  the default value is FALSE.
May I understand we need to change editable_wfc_roaming_mode_bool to TRUE for ATT?

Pls see my comments for these requirements
{noformat}
<CDR-WiFi-1510> Thresholds for Handover
Summary: The device shall have the following set of threshold values for handover:
• Tout-ran: RAN signal strength value that a Cellular preferred service or idle mode should handover to Wi-Fi. Recommended value for LTE RAN is -108dBm

Please Note: -114 dBm updated to -108 dBm
{noformat}
Pls ask WiSL team or modem team help check it as threshold is controlled by them

{noformat}
<CDR-WiFi-1012> Supported SIM cards for Wi-Fi Calling
When a Normal 0 false false false EN-US X-NONE X-NONE LLA SIM card
(313/790) is put in the device
• ePDG address set to: epdg.epc.mnc790.mcc313.pub.3gppnetwork.org
{noformat}
We have a feature plan to support LLA(RPADX-5045),  this item also need modem team help confirm.

cc  [~a20623]
[~dth436] The current FW WFC mode default configuration for ATT is as below:
WFC mode in home network - ""Cellular Preferred""
WFC mode in roaming network - ""WiFi Preferred""
WFC mode in home network - ""Not editable""
[~nadeemp] / [~a19035] / [~a20746] / [~w19976]
Refer to:
{code}
<CDR-WiFi-1404> Wi-Fi Calling Service Preference
Summary: The device may provide a setting for the user to choose between cellular
preferred or Wi-Fi preferred. If the setting is provided, the default selection shall be cellular
preferred

<CDR-WiFi-1560> Wi-Fi Preferred for International Roaming
Summary: The device shall set all in scope services to Wi-Fi Preferred while roaming internationally
{code}
As per the above 2 requirements, 
* while in HOME, WFC setting = Cellular preferred
* while roaming internationally, WFC setting = Wi-Fi preferred
These default values are set by FW / Modem and not controlled by App.
[~w19976]: pls confirm

As the default values are different for Home and Roaming and there is only one user facing WFC setting,
* The same setting got to reflect the value based on user current location
* As the default values are different, user would see a different setting based on his location - Home / Roaming

This is the confusion that I referred to in my previous comment.

[~nadeemp]: If this requirement can be dropped for Motorola - then it is fine.

Otherwise, pls request AT&T to clarify:
As per CDR-WiFi-1404 and CDR-WiFi-1560, default Network Preference will be
* Cellular Preferred in HOME network
* Wi-Fi Preferred in International roaming

As there is only one setting: ""Wi-Fi Calling"" -> ""Network preference""
Motorola proposes to use this setting for HOME only
* ""Network preference"" for International roaming shall always remain ""Wi-Fi preferred"" and does not get impacted by the change user makes in ""Wi-Fi Calling"" -> ""Network preference""
Pls confirm

[~a19035] / [~a20746]

[~wcw014]: AT&T response is needed to commit to this feature
[~w19976]: Refer to your comment: 
https://idart.mot.com/browse/RPADX-5042?focusedCommentId=10013751&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-10013751

As per confirmation received from AT&T, it is needed to make WFC more editable for AT&T (in HOME)
* Editing is not needed for International Roaming
* As AT&T mentioned that editing of ""WFC Preference"" is not needed for International Roaming, 
** Domestic Roaming shall be treated same as HOME.
[~w19976]: Pls confirm that HOME + Domestic shall be considered the same

[~a20746]"
FEATURE-7047,,FEATURE-7047: AT&T&Cricket&Firstnet: RTT Roaming (Nov 2020),"Feature test completed successfully.
The tests were performed using the Common Stable build Q1: RPS31.Q1-16.
RPADX-5027 RRB Request Approved (Add) 
RPADX-5043 Plan Created For: 
FEATURE-7047:AT&T&Cricket&Firstnet: RTT Roaming (Nov 2020) on Release:
RPADX-4178:ADX R_Rel1"
FEATURE-7058,,FEATURE-7058: Vibration of call indications,"RPADX-5054 RRB Request Approved (Add) 
RPADX-5096 Plan Created For: 
FEATURE-7058:Vibration of call indications on Release:
RPADX-4178:ADX R_Rel1
The UX doc:https://docs.google.com/presentation/d/1_IABPdEIfq8YY2GzvZoWNDljlPXatk848n588oKXhgo/edit#slide=id.gac4905d0a4_0_0
[~a14859], In setting App part, would you like to share the plan?  How we can get the setting value in service/telecom ? 
[~zhangmp1]

Mingping, [~dvx436] will be responsible for the Settings part and can comment on this."
FEATURE-7060,,FEATURE-7060: Enable AOSP assisted dialing,"Build used on Feature Test: RPS31.Q1-14. 
Build used on latest retest: RPS31.Q1-25.
Odyssey Build used on Feature Test: RPS31.Q1-14.
Odyssey Build used on latest retest: RPS31.Q1-25.
RPADX-5057 RRB Request Approved (Add) 
RPADX-5065 Plan Created For: 
FEATURE-7060:Enable AOSP assisted dialing on Release:
RPADX-4178:ADX R_Rel1
RPADX-5110 Plan Created For: 
FEATURE-7060: {color:#326ca6}Enable AOSP assisted dialing{color} on Release: 
RPADX-4178 ADX R_Rel1
The customization changes are integrated as part of  IKSWR-23109 in *mainline branch* (https://gerrit.mot.com/#/c/1837093/ and https://gerrit.mot.com/#/c/1836985/).

The changes will be integrated to *mr-2021-q1* branch once the *SLT approval* is done for (https://gerrit.mot.com/#/c/1837896/ and https://gerrit.mot.com/#/c/1837897/)
Waiting for the Dialer team to add the integ date in [plan|https://docs.google.com/spreadsheets/d/12_ivHiUC9Q6hDo4VRRs1HtukvhrmLDEGMVmL41EpvX0/edit#gid=721419554]. Once the date is available will update the feature integ date for this plan cr.
[~dth436], PIM part is already integrated. Core Customizations team need to verify is there's any pending effort for VT and RTT. If not, I guess you can mark this one as completed.
[~dth436], there is a CR IKSWR-23109 for your team to enable AOSP assisted dialing for VZW video calls. So we think some changes or fixes may need in your team. Could you have a check? Thanks!
[~wcw014]: Assisted Dialing is handled by PIM Team. Pls assign to [~a4949c] or [~josegsp]"
FEATURE-7061,,FEATURE-7061: VZW : VoLTE Device UI requirements updates Oct 2020,"Hi [~w19976],
In this VZW release, VZW has removed the ""Advanced Calling"" setting (nothing but VoLTE setting). Hence we have removed ""Advanced Calling"" related customizations.

As part of FW can you pls take care of the below -
1) Make VoLTE setting hidden (hide_enhanced_4g_lte_bool)
2) For any Q->R (Q2 onwards) upgrade case FW should reset VoLTE user value as true. This is to handle the case if user had turned off VoLTE through ""Advanced Calling"" setting.
Thanks,
Jyothsna
Hi [~w19976], Thanks for the confirmation. On PdMs request the feature is integrated to Q2 itself. Pls make sure that the FW change gets integrated in Q2 time frame itself. Thanks
Per agreement of [~dth436] in the RRB this can be accomodated in Q2.
RPADX-5058 RRB Request Approved (Add) 
RPADX-5066 Plan Created For: 
FEATURE-7061:VZW : VoLTE Device UI requirements updates Oct 2020 on Release:
RPADX-4178:ADX R_Rel1
Sure, FW will support it.
[~a17364], IKSWR-41389 was created for the FW change.

For the second request: 
2) For any Q->R (Q2 onwards) upgrade case FW should reset VoLTE user value as true. This is to handle the case if user had turned off VoLTE through ""Advanced Calling"" setting.

it's already in baseline. See https://sse.am.mot.com/r_source/xref/mr-r-qsm2020/frameworks/opt/net/ims/src/java/com/android/ims/ImsManager.java#385.

The VoLTE user setting will be true as default value if it's hidden or uneditable. And VZW's default VoLTE setting is true now.
[~tgb348] Please refer to https://docs.google.com/presentation/d/1THJyK-cojUzahGAa71sEEA8qtIxFs3ZPEm6mmrWlaok/edit#slide=id.gb38982fe1f_0_5 for the agreement we received from Verizon for UI updates."
FEATURE-7062,,FEATURE-7062: ThinkShield Enterprise : Develop OEMConfig app for Motorola ThinkShield,"I believe this plan for OEM Config app can be dropped, as this app will be updated via Play Store, following a different schedule.
[~w15621], do you agree?
I think that is ok [~mvt647].  I will add the ms2 exception label.  [~w15621] if you have concerns please let us know.
Thanks [~mvt647], updated
Thanks, [~wcw014].

[~wnm846], as we've discussed above, we will work on the OEM validation after MS2 is done. So please, could you review the test date?

Thanks.
Well this is a software development but the App part is more like an experience since it is not preloaded on the phone. EMM will fetch the app via Playstore Enterprise. I am ok to drop the plan as long as we have a way to track this work which has now been completed and has test plans executed by the test team

 

 
[~rborroz], I am starting to look at the R0 plans that have Integrate dates that are towards the end of August.  Is this plan on track to be integrated by 8/27? 
[~w15621], I totally agree with your comment.
I believe that in order to track this work and have test plans executed by the test team, we could consider this a plan out of the scope of MS2 work, and then I can postpone the date to mid-end Aug, what do you think?"
FEATURE-7062,"The MVP of the OEMConfig must provide the FDR prevention policy through the configuration management interface as defined in https://docs.partner.android.com/gms/building/enterprise/oemconfig

The MVP is an app that is not ready for production. It still needs UI/UX definition, localization, and LC verifications.",FEATURE-7062: ThinkShield Enterprise :  Develop  OEMConfig app for Motorola ThinkSheild ,"
Consolidatde test report is here: https://kaiju.motorola.com/#/dalekReports/savedDalekReport/6664992607961088

Testing is completed on Sofia+ .

Testing on Burton and Denver is pending due to hardware availability.
Consolidatde test report is here: https://kaiju.motorola.com/#/dalekReports/savedDalekReport/6664992607961088

Testing is completed on Sofia+ phone with one issue being raised ,hence one TC is failing.

Testing on Burton and Denver is pending due to hardware availability.
RPADX-5059 RRB Request Approved (Add) 
RPADX-5067 Plan Created For: 
FEATURE-7062:ThinkShield Enterprise :  Develop  OEMConfig app for Motorola ThinkSheild  on Release:
RPADX-4178:ADX R_Rel1
Test CWV is updated to new date (19,Feb) due to CR IKSWR-49029 which is blocking the feature

Test CWV is updated to new date (22 Feb) due to CR IKSWR-49458  which is blocking the feature
The OEMConfig MVP is ready and is used to test the SDK (RPADX-4927).

The solution for the SDK is more complex than we have planned.
[~rborroz] the Int CWV is past due again for this plan. We need to get this integrated ASAP so we give time for testing and bug fixes prior to FC. Please update the Int CWV or if you happened to have already iintegrated it update the Int Actual date.
[~rborroz], The Int CWV date is past due for this plan.  Please update either the Int CWV or the Integrate Actual date please.

[~deborard] FYI
[~wcw014] CWV updated.
[~wnm846] it seems this plan is going to be past the test CWV date again.  I don't see any open CRs so can you check to see if you can complete it?
[~wnm846], [~a22642] has testing finished for this plan?  The test CWV is past due.

[~mvt647] [~rborroz] FYI"
FEATURE-7073,,FEATURE-7073: Motomessaging with DayNight theme,"Changing Test CWV to Jan,27 due to Integration date changed.
Feature Test finished. 
Find the results [here|https://kaiju.motorola.com/#/dalekReports/savedDalekReport/6176381030629376].

Tested on:
*Sofia Plus TMO* - build: motorola/sofiap_t/sofiap:11/RPR31.103/14089:userdebug/intcfg,test-keys
*Odyssey AT&T* - build: motorola/smith_a/smith:11/RPS31.81/7f11c:userdebug/intcfg,test-keys

Thanks!
I postponed the integration date to 20/Jan.
This feature makes changes to RCS too, and is important for the changes to also be reviewed by their team. Due to holiday on India this week, we might need a few more days to review.
RPADX-5093 RRB Request Approved (Add) 
RPADX-5095 Plan Created For: 
FEATURE-7073:Motomessaging with DayNight theme on Release:
RPADX-4178:ADX R_Rel1
[~vferne] the Int CWV date is past due for this plan.  If you have finished the integration please update the Integrate Actual date.  If you haven't integrated it yet please update the Int CWV date.

[~mvt647] FYI
[~wcw014], it was missing the update on Integrate Actual. Thanks!"
